"3120344","KE0PTS - CKRG ","Private Call","No","","","","",""
"3120345","K0WRZ - Perry ","Private Call","No","","","","",""
"3120346","K0WNL - Donald ","Private Call","No","","","","",""
"3120347","N7JYS - Eric ","Private Call","No","","","","",""
"3120348","K4JNB - John ","Private Call","No","","","","",""
"3120349","W0JMD - John ","Private Call","No","","","","",""
"3120350","WB5RFA - Gary ","Private Call","No","","","","",""
"3120351","WB0PDR - Larry ","Private Call","No","","","","",""
"3120352","K0RSE - Raymond ","Private Call","No","","","","",""
"3120353","KC0IUP - Wayne ","Private Call","No","","","","",""
"3120354","K0IND - Stuart ","Private Call","No","","","","",""
"3120356","N0VIH - Bruce ","Private Call","No","","","","",""
"3120357","K0TCB - Chester ","Private Call","No","","","","",""
"3120358","N5NIQ - Chance ","Private Call","No","","","","",""
"3120359","WA0KS - Richard ","Private Call","No","","","","",""
"3120360","KE0PPE - Jim ","Private Call","No","","","","",""
"3120361","KE0PKH - David ","Private Call","No","","","","",""
"3120362","K0PMK - Patrick ","Private Call","No","","","","",""
"3120363","KC5YTI - Ivan ","Private Call","No","","","","",""
"3120364","N0CRD - Danny ","Private Call","No","","","","",""
"3120365","K0USB - Keith ","Private Call","No","","","","",""
"3120366","N0CRD - Danny ","Private Call","No","","","","",""
"3120367","WB5YES - Howard ","Private Call","No","","","","",""
"3120368","AD0LR - Brian ","Private Call","No","","","","",""
"3120369","N0ADB - Michael ","Private Call","No","","","","",""
"3120370","WA0BKP - James ","Private Call","No","","","","",""
"3120371","N0QIX - Robert ","Private Call","No","","","","",""
"3120372","AC0HY - W ","Private Call","No","","","","",""
"3120373","KS0MAC - Jeremy ","Private Call","No","","","","",""
"3120374","KE0OVB - Brian ","Private Call","No","","","","",""
"3120375","KC0QBU - Dennis ","Private Call","No","","","","",""
"3120376","K0DXY - Ralph ","Private Call","No","","","","",""
"3120377","KE0NRT - Thomas ","Private Call","No","","","","",""
"3120378","KC0BKR - Brian ","Private Call","No","","","","",""
"3120379","AD0US - Daniel ","Private Call","No","","","","",""
"3120380","KC0RBQ - Deborah","Private Call","No","","","","",""
"3120381","KS0JWJ - Joel ","Private Call","No","","","","",""
"3120383","KC0AJL - Andrew ","Private Call","No","","","","",""
"3120384","K0EMP - Timothy ","Private Call","No","","","","",""
"3120385","W0FRU - Jack ","Private Call","No","","","","",""
"3120386","KS1ERS - Dean ","Private Call","No","","","","",""
"3120387","KE0QDX - Terry ","Private Call","No","","","","",""
